Time,Slider Position (mm),Slider Position (%),Stiffness (Nm/rad),Joint Angle (deg),Joint Angle Velocity (deg/s),Vertical Acceleration,Desired Position [mm],Motor Encoder (cts),Motor Current,inSwing
0.010060548782348633,0.0,0.0,180.52,0.02197265625,0.0,-0.5374982727050781,0,0,0,False
0.018357515335083008,0.0,0.0,180.52,0.02197265625,0.0146484375,-0.8667010009765624,0,0,0,False
0.02650737762451172,0.0,0.0,180.52,-0.02197265625,0.0146484375,-1.0893617553710937,0,0,0,False
0.03501009941101074,0.0,0.0,180.52,0.0,0.0,-0.9398951660156248,0,0,0,False
0.04319167137145996,0.0,0.0,180.52,0.0439453125,-0.00732421875,-1.0723030685424804,0,0,0,False
0.051297903060913086,0.0,0.0,180.52,0.0,0.00732421875,-0.9539563503689235,0,0,0,False
0.05963778495788574,0.0,0.0,180.52,0.0439453125,0.00732421875,-1.0773907470703121,0,0,0,False
0.06795096397399902,0.0,0.0,180.52,-0.02197265625,0.0146484375,-0.9794461337002841,0,0,0,False
0.07641220092773438,0.0,0.0,180.52,0.0,-0.02197265625,-1.0787873647054036,0,0,0,False
0.08476376533508301,0.0,0.0,180.52,0.0439453125,0.0,-1.0033546649639422,0,0,0,False
0.09315180778503418,0.0,0.0,180.52,0.0439453125,0.0,-1.0855994384765624,0,0,0,False
0.10143804550170898,0.0,0.0,180.52,0.0,0.02197265625,-1.026314444986979,0,0,0,False
0.10990118980407715,0.0,0.0,180.52,0.02197265625,0.0,-1.099986025238037,0,0,0,False
0.11815571784973145,0.0,0.0,180.52,0.0,-0.00732421875,-1.0414777221679685,0,0,0,False
0.12470626831054688,0.0,0.0,180.52,0.0,-0.0146484375,-1.1049240661621091,0,0,0,False
0.1309342384338379,0.0,0.0,180.52,0.0439453125,0.0,-1.0463921361019737,0,0,0,False
0.13715720176696777,0.0,0.0,180.52,0.02197265625,0.00732421875,-1.102649574584961,0,0,0,False
0.14340877532958984,0.0,0.0,180.52,0.02197265625,0.00732421875,-1.049914432779948,0,0,0,False
0.14964628219604492,0.0,0.0,180.52,0.0,0.00732421875,-1.1032916559392756,0,0,0,False
0.15587711334228516,0.0,0.0,180.52,0.0,-0.0146484375,-1.0540733048148778,0,0,0,False
